Red: Red de Vigilancia y Control de la Contaminación Atmosférica
Estación: 46250043-València - Vivers
	
FECHA	HORA	SO2	NO	NO2	NOx	O3
03/03/2024	17	3	2	4	7	100
03/03/2024	18	3	2	5	7	98
03/03/2024	19	3	2	6	8	97
03/03/2024	20	3	2	11	13	88
03/03/2024	21	3	2	10	12	86
03/03/2024	22	3	2	9	11	85
03/03/2024	23	3	2	7	10	85
04/03/2024	00	3	2	10	13	82
04/03/2024	01	3	1	17	19	66
04/03/2024	02	3	1	9	11	70
04/03/2024	03	3	1	8	10	69
04/03/2024	04	3	1	6	8	74
04/03/2024	05	3	1	7	9	73
04/03/2024	06	3	1	16	18	62
04/03/2024	07	3	3	27	31	51
04/03/2024	08	3	4	22	28	58
04/03/2024	09	3	6	26	35	58
04/03/2024	10	3	4	21	29	63
04/03/2024	11	3	5	19	27	63
04/03/2024	12	3	5	18	25	64
04/03/2024	13	3	3	13	18	69
04/03/2024	14	3	2	9	13	74
04/03/2024	15	3	2	12	16	74
04/03/2024	16	3	3	26	31	59
04/03/2024	17	3	4	42	47	43
04/03/2024	18	3	4	43	49	44
04/03/2024	19	3	3	19	23	71
04/03/2024	20	3	2	15	18	71
04/03/2024	21	3	2	18	21	63
04/03/2024	22	3	1	12	14	70
04/03/2024	23	3	1	11	13	68
05/03/2024	00	3	1	6	9	74
05/03/2024	01	3	1	6	8	72
05/03/2024	02	3	1	6	8	69
05/03/2024	03	3	1	6	8	68
05/03/2024	04	3	1	7	9	65
05/03/2024	05	3	1	13	15	60
05/03/2024	06	3	2	29	32	43
05/03/2024	07	4	13	60	80	14
05/03/2024	08	5	25	62	99	18
05/03/2024	09	5	12	43	61	40
05/03/2024	10	3	5	23	30	70
05/03/2024	11	3	4	13	18	79
05/03/2024	12	3	3	11	16	87
05/03/2024	13	3	2	9	13	91
05/03/2024	14	3	3	12	16	89
05/03/2024	15	3	3	18	23	87
05/03/2024	16	3	4	24	29	88
05/03/2024	17	3	2	20	23	98
05/03/2024	18	3	2	21	23	99
05/03/2024	19	3	2	22	24	91
05/03/2024	20	3	2	15	18	88
05/03/2024	21	3	1	26	28	75
05/03/2024	22	3	2	21	24	72
05/03/2024	23	3	2	16	18	81
06/03/2024	00	3	1	12	14	83
06/03/2024	01	3	1	18	21	71
06/03/2024	02	4	2	15	17	64
06/03/2024	03	5	2	18	21	58
06/03/2024	04	5	2	21	24	47
06/03/2024	05	6	2	23	25	45
06/03/2024	06	6	2	28	30	40
06/03/2024	07	7	10	53	68	18
06/03/2024	08	7	16	50	75	21
06/03/2024	09	7	16	43	67	32
06/03/2024	10	5	9	33	46	53
06/03/2024	13	3	3	11	15	103
06/03/2024	14	3	3	14	18	101
06/03/2024	15	3	3	15	19	100
06/03/2024	16	3	2	15	18	103
06/03/2024	17	3	3	32	38	87
06/03/2024	18	3	3	37	41	80
06/03/2024	19	3	2	26	28	87
06/03/2024	20	3	1	12	14	100
06/03/2024	21	3	1	15	18	92
06/03/2024	22	3	1	14	16	90
06/03/2024	23	3	2	16	18	83
07/03/2024	00	3	1	20	22	74
07/03/2024	01	3	2	19	21	64
07/03/2024	02	3	2	16	18	66
07/03/2024	03	3	2	15	17	64
07/03/2024	04	3	2	12	14	68
07/03/2024	05	3	2	14	17	70
07/03/2024	06	3	2	30	33	44
07/03/2024	07	3	12	60	77	21
07/03/2024	08	3	5	46	54	39
07/03/2024	09	3	3	26	31	67
07/03/2024	10	3	2	14	18	87
07/03/2024	11	3	5	29	37	75
07/03/2024	12	3	3	18	23	93
07/03/2024	13	3	3	14	19	98
07/03/2024	14	3	3	14	18	103
07/03/2024	15	3	2	8	11	108
07/03/2024	16	3	2	11	14	103
07/03/2024	17	3	2	9	12	102
07/03/2024	18	3	2	9	11	104
07/03/2024	19	3	2	9	12	101
07/03/2024	20	3	1	10	12	96
07/03/2024	21	3	2	12	15	88
07/03/2024	22	3	2	11	13	87
07/03/2024	23	3	2	14	16	80
08/03/2024	00	3	2	14	17	76
08/03/2024	01	3	2	7	9	82
08/03/2024	02	3	2	4	6	93
08/03/2024	03	3	2	4	6	97
08/03/2024	04	4	2	5	7	94
08/03/2024	05	5	2	7	9	91
08/03/2024	06	5	2	14	16	79
08/03/2024	07	6	3	27	31	67
08/03/2024	08	6	5	31	38	60
08/03/2024	09	6	3	14	18	76
08/03/2024	10	4	3	9	13	83
08/03/2024	11	3	3	11	16	80
08/03/2024	12	3	4	13	19	80
08/03/2024	13	3	3	12	17	80
08/03/2024	14	3	3	9	13	84
08/03/2024	15	3	2	10	13	86
08/03/2024	16	3	2	9	13	86
08/03/2024	17	3	2	11	14	83
08/03/2024	18	3	2	11	14	85
08/03/2024	19	3	2	17	20	78
08/03/2024	20	3	2	28	31	68
08/03/2024	21	3	2	25	27	72
08/03/2024	22	3	2	32	34	65
08/03/2024	23	3	2	26	28	70
09/03/2024	00	3	2	25	28	69
09/03/2024	01	3	1	20	22	73
09/03/2024	02	3	2	18	20	72
09/03/2024	03	3	1	19	21	65
09/03/2024	04	3	2	22	24	54
09/03/2024	05	3	2	24	26	43
09/03/2024	06	3	2	20	23	42
09/03/2024	07	3	2	28	31	37
09/03/2024	08	3	6	40	50	25
09/03/2024	09	3	4	35	41	42
09/03/2024	10	3	3	16	21	60
09/03/2024	11	3	2	10	14	84
09/03/2024	12	3	2	14	17	89
09/03/2024	13	3	2	19	22	78
09/03/2024	14	4	3	18	22	75
09/03/2024	15	5	2	11	14	82
09/03/2024	16	5	2	12	16	83
09/03/2024	17	5	2	9	11	86
09/03/2024	18	3	2	9	11	85
09/03/2024	19	3	2	14	16	79
09/03/2024	20	4	2	15	17	75
09/03/2024	21	4	2	10	12	82
09/03/2024	22	5	2	9	11	85
09/03/2024	23	6	2	7	10	86
10/03/2024	00	6	1	6	8	89
10/03/2024	01	7	2	5	7	92
10/03/2024	02	6	2	4	6	95
10/03/2024	03	6	2	6	9	89
10/03/2024	04	6	2	6	9	82
10/03/2024	05	6	2	5	7	83
10/03/2024	06	6	2	6	8	84
10/03/2024	07	6	2	8	11	80
10/03/2024	08	5	2	7	9	83
10/03/2024	09	4	2	7	9	85
10/03/2024	10	3	2	6	8	89
10/03/2024	11	3	2	5	8	92
10/03/2024	12	3	2	6	8	92
10/03/2024	13	3	2	5	8	90
10/03/2024	14	3	2	4	8	92
10/03/2024	15	3	2	5	8	93
10/03/2024	16	3	2	5	8	95
10/03/2024	17	3	2	7	10	97
10/03/2024	18	3	2	10	12	90
10/03/2024	19	3	2	23	25	72
10/03/2024	20	3	2	28	30	59
10/03/2024	21	3	2	15	17	76
10/03/2024	22	3	2	10	13	82
10/03/2024	23	3	2	7	10	86
11/03/2024	00	3	2	6	8	87
11/03/2024	01	3	2	6	8	83
11/03/2024	02	3	2	5	7	81
11/03/2024	03	3	2	5	7	79
11/03/2024	04	3	2	5	7	78
11/03/2024	05	3	2	9	11	72
11/03/2024	06	4	2	14	17	67
11/03/2024	07	4	3	31	36	50
11/03/2024	08	5	8	40	52	39
11/03/2024	09	5	9	31	45	51
11/03/2024	10	4	4	16	22	71
11/03/2024	11	3	3	10	14	85
11/03/2024	12	3	2	8	11	89
11/03/2024	13	3	2	8	12	91
11/03/2024	14	3	2	7	10	91
11/03/2024	15	3	2	6	9	94
11/03/2024	16	3	2	7	10	93
11/03/2024	17	3	2	12	15	88
11/03/2024	18	3	2	16	19	82
11/03/2024	19	3	2	25	27	73
11/03/2024	20	3	2	36	38	59
11/03/2024	21	3	2	33	35	58
11/03/2024	22	3	2	32	35	55
11/03/2024	23	3	2	26	28	60
12/03/2024	00	3	1	17	19	64
12/03/2024	01	3	2	17	20	58
12/03/2024	02	3	2	11	13	67
12/03/2024	03	3	1	7	9	75
12/03/2024	04	3	1	11	13	64
12/03/2024	05	3	1	16	18	58
12/03/2024	06	3	2	21	24	52
12/03/2024	07	4	9	48	61	24
12/03/2024	08	5	20	57	88	22
12/03/2024	09	4	13	47	67	37
12/03/2024	10	3	9	38	52	50
12/03/2024	11	3	5	24	33	67
12/03/2024	12	3	4	17	23	79
12/03/2024	13	3	3	15	20	89
12/03/2024	14	3	3	12	15	97
12/03/2024	15	3	2	12	16	96
12/03/2024	16	3	2	12	15	101
12/03/2024	17	3	2	14	18	100
12/03/2024	18	3	2	24	26	88
12/03/2024	19	3	1	16	18	93
12/03/2024	20	3	1	16	18	87
12/03/2024	21	3	2	26	29	68
12/03/2024	22	3	1	31	33	58
12/03/2024	23	3	2	34	37	47
13/03/2024	00	3	3	47	51	30
13/03/2024	01	3	2	31	34	36
13/03/2024	02	4	2	15	17	49
13/03/2024	03	5	1	14	16	48
13/03/2024	04	5	2	12	14	53
13/03/2024	05	5	1	17	20	46
13/03/2024	06	5	2	26	29	33
13/03/2024	07	6	21	56	87	11
13/03/2024	08	7	17	47	74	20
13/03/2024	09	5	10	38	54	37
13/03/2024	10	4	13	44	63	40
13/03/2024	11	3	14	51	73	
13/03/2024	12	3	22	66	100	
13/03/2024	13	3	7	39	50	83
13/03/2024	14	3	3	18	23	93
13/03/2024	15	3	7	41	52	62
13/03/2024	16	3	4	25	31	78
13/03/2024	17	3	3	31	37	70
13/03/2024	18	3	3	43	46	58
13/03/2024	19	3	2	60	63	39
13/03/2024	20	3	2	26	29	66
13/03/2024	21	3	2	22	25	72
13/03/2024	22	3	2	26	29	51
13/03/2024	23	3	2	32	35	33
14/03/2024	00	3	3	48	52	13
14/03/2024	01	4	4	53	59	6
14/03/2024	02	4	2	39	42	12
14/03/2024	03	5	2	23	26	20
14/03/2024	04	5	2	22	25	20
14/03/2024	05	5	2	19	21	23
14/03/2024	06	6	2	27	30	15
14/03/2024	07	7	19	48	77	2
14/03/2024	08	9	38	59	116	5
14/03/2024	09	7	29	63	106	14
14/03/2024	10	4	12	49	67	35
14/03/2024	11	3	5	25	31	64
14/03/2024	12	3	9	39	52	52
14/03/2024	13	3	4	23	29	77
14/03/2024	14	3	4	21	26	79
14/03/2024	15	3	2	13	16	94
14/03/2024	16	3	2	12	15	98
14/03/2024	17	3	2	17	20	94
14/03/2024	18	3	2	17	19	92
14/03/2024	19	3	2	33	36	74
14/03/2024	20	3	2	34	37	60
14/03/2024	21	3	2	60	64	24
14/03/2024	22	3	4	49	55	34
14/03/2024	23	3	2	34	37	44
15/03/2024	00	3	2	25	28	48
15/03/2024	01	3	9	65	79	8
15/03/2024	02	3	6	72	81	1
15/03/2024	03	3	3	42	47	25
15/03/2024	04	3	2	11	13	66
15/03/2024	05	3	2	10	13	67
15/03/2024	06	3	2	30	33	44
15/03/2024	07	3	12	63	82	6
15/03/2024	08	3	11	52	68	22
15/03/2024	09	3	9	39	53	38
15/03/2024	10	3	5	26	34	54
15/03/2024	11	3	3	14	18	70
15/03/2024	12	3	3	11	15	78
15/03/2024	13	3	4	21	27	77
15/03/2024	14	3	3	18	23	78
15/03/2024	15	3	5	27	34	69
15/03/2024	16	3	5	34	41	63
15/03/2024	17	3	5	47	55	51
15/03/2024	18	3	3	62	66	41
15/03/2024	19	3	4	79	84	24
15/03/2024	20	3	2	38	41	60
15/03/2024	21	3	2	30	33	59
15/03/2024	22	3	2	38	40	40
15/03/2024	23	3	2	56	60	12
16/03/2024	00	3	2	53	56	15
16/03/2024	01	3	2	34	37	36
16/03/2024	02	3	2	29	32	39
16/03/2024	03	3	2	17	20	48
16/03/2024	04	3	2	14	16	45
16/03/2024	05	3	2	13	16	43
16/03/2024	06	3	2	21	23	33
16/03/2024	07	3	3	27	32	23
16/03/2024	08	3	4	21	27	29
16/03/2024	09	3	4	17	24	47
16/03/2024	10	3	4	19	25	51
16/03/2024	11	3	4	19	24	64
16/03/2024	12	3	5	25	33	64
16/03/2024	13	4	8	37	49	57
16/03/2024	14	3	4	22	29	68
16/03/2024	15	3	4	23	29	72
16/03/2024	16	3	3	22	27	85
16/03/2024	17	3	2	16	19	97
16/03/2024	18	3	2	14	16	98
16/03/2024	19	3	2	12	15	103
16/03/2024	20	3	2	21	24	85
16/03/2024	21	3	2	26	29	69
16/03/2024	22	3	2	30	33	56
16/03/2024	23	3	2	48	52	31
17/03/2024	00	3	2	54	58	18
17/03/2024	01	3	3	43	47	22
17/03/2024	02	3	2	46	50	18
17/03/2024	03	3	2	47	51	13
17/03/2024	04	3	2	38	42	18
17/03/2024	05	3	3	44	48	6
17/03/2024	06	3	4	43	48	3
17/03/2024	07	4	11	45	61	2
17/03/2024	08	4	15	45	67	9
17/03/2024	09	3	10	39	53	28
17/03/2024	10	4	6	27	36	44
17/03/2024	11	3	5	21	28	61
17/03/2024	12	3	4	17	22	75
17/03/2024	13	3	3	14	18	90
17/03/2024	14	3	3	14	17	90
17/03/2024	15	3	2	12	16	86
17/03/2024	16	3	2	9	12	94
17/03/2024	17	3	2	11	14	90
17/03/2024	18	3	2	17	20	76
17/03/2024	19	3	2	16	19	77
17/03/2024	20	3	2	20	23	73
17/03/2024	21	3	2	37	40	54
17/03/2024	22	3	2	39	42	49
17/03/2024	23	3	2	37	40	46
18/03/2024	00	3	2	39	42	40
18/03/2024	01	3	2	31	34	42
18/03/2024	02	3	2	27	31	37
18/03/2024	03	3	2	30	33	38
18/03/2024	04	3	2	29	33	24
18/03/2024	05	3	3	44	48	6
18/03/2024	06	3	3	36	40	5
18/03/2024	07	5	11	43	59	1
18/03/2024	08	5	18	45	72	7
18/03/2024	09	3	12	44	62	20
18/03/2024	10	3	15	53	76	26
18/03/2024	11	3	9	40	53	47
18/03/2024	12	3	4	28	35	74
18/03/2024	13	3	3	21	26	94
18/03/2024	14	3	3	16	21	102
18/03/2024	15	3	2	11	14	107
18/03/2024	16	3	3	15	19	102
18/03/2024	17	3	2	9	12	109
18/03/2024	18	3	2	8	11	109
18/03/2024	19	3	2	9	12	104
18/03/2024	20	3	2	9	11	104
18/03/2024	21	3	2	13	16	93
18/03/2024	22	3	2	24	27	65
18/03/2024	23	3	2	26	29	68
19/03/2024	00	3	3	33	37	55
19/03/2024	01	3	2	27	30	58
19/03/2024	02	3	2	28	31	47
19/03/2024	03	3	2	31	34	23
19/03/2024	04	3	4	38	44	7
19/03/2024	05	3	4	40	46	3
19/03/2024	06	3	3	36	40	4
19/03/2024	07	3	5	39	46	1
19/03/2024	08	3	5	31	38	31
19/03/2024	09	3	3	21	25	53
19/03/2024	10	3	3	20	25	62
19/03/2024	11	3	3	16	20	79
19/03/2024	12	3	2	9	12	95
19/03/2024	13	3	3	11	15	95
19/03/2024	14	3	2	9	12	100
19/03/2024	15	3	2	6	9	103
19/03/2024	16	3	2	5	8	104
19/03/2024	17	3	2	9	12	100
19/03/2024	18	3	2	7	9	102
19/03/2024	19	3	2	8	11	98
19/03/2024	20	3	2	6	9	100
19/03/2024	21	3	2	6	9	102
19/03/2024	22	3	2	10	13	96
19/03/2024	23	3	2	12	15	90
20/03/2024	00	3	2	9	12	93
20/03/2024	01	3	2	11	13	89
20/03/2024	02	3	2	15	18	76
20/03/2024	03	3	2	10	13	90
20/03/2024	04	3	2	10	13	92
20/03/2024	05	3	2	11	14	83
20/03/2024	06	3	2	12	15	82
20/03/2024	07	3	3	17	22	
20/03/2024	08	4	2	24	27	64
20/03/2024	09	6	2	18	21	75
20/03/2024	12	3	2	7	11	101
20/03/2024	13	3	2	6	10	102
20/03/2024	14	3	2	6	9	99
20/03/2024	15	3	2	8	11	98
20/03/2024	16	3	2	9	12	93
20/03/2024	17	3	2	9	12	91
20/03/2024	18	3	2	12	15	87
20/03/2024	19	3	2	18	21	74
20/03/2024	20	3	2	19	22	73
20/03/2024	21	3	2	21	24	69
20/03/2024	22	3	2	18	21	74
20/03/2024	23	3	2	24	27	54
21/03/2024	00	3	2	27	31	41
21/03/2024	01	3	2	10	13	67
21/03/2024	02	3	2	6	9	73
21/03/2024	03	3	2	6	9	67
21/03/2024	04	3	2	6	9	69
21/03/2024	05	3	2	13	16	52
21/03/2024	06	3	2	21	24	34
21/03/2024	07	3	5	39	47	19
21/03/2024	08	3	4	34	40	33
21/03/2024	09	3	4	21	26	51
21/03/2024	12	4	2	6	10	86
21/03/2024	13	4	2	7	10	89
21/03/2024	14	3	2	5	8	93
21/03/2024	15	3	2	5	9	92
21/03/2024	16	4	2	5	8	90
21/03/2024	17	4	2	6	10	88
21/03/2024	18	3	2	9	12	82
21/03/2024	19	3	2	9	12	80
21/03/2024	20	3	2	12	15	76
21/03/2024	21	3	2	21	24	62
21/03/2024	22	4	2	18	21	53
21/03/2024	23	3	2	26	29	32
22/03/2024	00	4	2	37	40	23
22/03/2024	01	3	2	35	38	19
22/03/2024	02	4	2	31	35	15
22/03/2024	03	3	2	27	30	15
22/03/2024	04	5	2	26	30	9
22/03/2024	05	5	2	22	25	9
22/03/2024	06	5	5	34	41	1
22/03/2024	07	6	20	40	70	1
22/03/2024	08	3	26	44	84	5
22/03/2024	09	3	12	37	55	21
22/03/2024	10	3	9	35	48	37
22/03/2024	11	3	7	30	41	44
22/03/2024	12	5	4	19	24	71
22/03/2024	13	3	3	12	16	85
22/03/2024	14	3	3	14	18	87
22/03/2024	15	3	3	15	19	86
22/03/2024	16	3	3	16	21	86
22/03/2024	17	3	3	20	24	83
22/03/2024	18	3	3	33	37	69
22/03/2024	19	3	2	23	26	80
22/03/2024	20	3	2	20	24	81
22/03/2024	21	3	2	23	27	77
22/03/2024	22	3	2	29	33	51
22/03/2024	23	3	2	44	48	30
23/03/2024	00	3	3	59	64	14
23/03/2024	01	3	2	36	39	23
23/03/2024	02	3	2	21	24	36
23/03/2024	03	3	2	20	23	33
23/03/2024	04	3	2	22	25	28
23/03/2024	05	3	2	21	24	25
23/03/2024	06	3	3	35	40	10
23/03/2024	07	3	4	36	43	9
23/03/2024	08	3	10	37	53	10
23/03/2024	09	3	7	34	45	32
23/03/2024	10	3	7	37	47	42
23/03/2024	11	4	5	29	37	52
23/03/2024	12	8	4	24	30	64
23/03/2024	13	6	7	36	47	59
23/03/2024	14	4	9	49	63	51
23/03/2024	15	3	5	36	42	69
23/03/2024	16	3	4	26	31	77
23/03/2024	17	3	2	8	12	93
23/03/2024	18	3	2	9	12	90
23/03/2024	19	3	2	11	14	78
23/03/2024	20	3	2	23	26	54
23/03/2024	21	3	2	35	38	38
23/03/2024	22	3	3	58	62	14
23/03/2024	23	3	2	34	37	38
24/03/2024	00	3	2	35	38	28
24/03/2024	01	3	4	49	55	4
24/03/2024	02	3	3	41	46	10
24/03/2024	03	3	2	23	26	23
24/03/2024	04	3	2	17	21	27
24/03/2024	05	3	2	17	20	23
24/03/2024	06	3	2	16	20	40
24/03/2024	07	3	2	16	20	51
24/03/2024	08	4	2	17	21	55
24/03/2024	09	3	3	17	21	56
24/03/2024	10	3	3	15	19	60
24/03/2024	11	3	2	10	13	73
24/03/2024	12	3	2	5	8	80
24/03/2024	13	3	2	4	7	81
24/03/2024	14	3	2	4	7	84
24/03/2024	15	3	2	4	7	85
24/03/2024	16	3	2	4	7	85
24/03/2024	17	3	2	6	9	84
24/03/2024	18	3	2	6	9	84
24/03/2024	19	3	2	9	12	77
24/03/2024	20	3	2	8	11	76
24/03/2024	21	3	2	8	11	75
24/03/2024	22	3	2	13	16	63
24/03/2024	23	3	2	13	16	60
25/03/2024	00	3	2	6	9	70
25/03/2024	01	3	2	9	12	59
25/03/2024	02	3	2	11	14	54
25/03/2024	03	3	2	14	16	49
25/03/2024	04	3	2	10	13	54
25/03/2024	05	3	2	6	9	65
25/03/2024	06	3	2	10	13	59
25/03/2024	07	3	2	15	17	62
25/03/2024	08	3	2	26	30	47
25/03/2024	09	3	2	38	42	33
25/03/2024	10	4	4	43	48	33
25/03/2024	11	8	5	44	52	35
25/03/2024	12	6	3	17	21	66
25/03/2024	13	4	3	8	12	77
25/03/2024	14	4	3	21	25	61
25/03/2024	15	3	3	23	27	59
25/03/2024	16	4	3	30	34	54
25/03/2024	17	4	3	23	27	64
25/03/2024	18	4	2	32	35	54
25/03/2024	19	3	2	35	38	48
25/03/2024	20	3	2	40	44	37
25/03/2024	21	4	2	47	50	16
25/03/2024	22	4	2	30	34	30
25/03/2024	23	4	2	24	27	30
26/03/2024	00	3	2	23	26	21
26/03/2024	01	3	2	25	28	20
26/03/2024	02	3	2	21	24	22
26/03/2024	03	3	2	12	15	29
26/03/2024	04	3	2	6	9	56
26/03/2024	05	3	2	6	8	64
26/03/2024	06	4	2	7	10	74
26/03/2024	07	4	3	22	26	58
26/03/2024	08	3	3	25	30	50
26/03/2024	09	3	4	17	23	57
26/03/2024	10	3	3	9	14	72
26/03/2024	11	3	3	8	13	75
26/03/2024	12	3	3	9	13	77
26/03/2024	13	3	3	9	14	78
26/03/2024	14	3	3	9	13	77
26/03/2024	15	3	3	10	14	76
26/03/2024	16	3	3	9	13	80
26/03/2024	17	3	3	13	17	78
26/03/2024	18	3	3	11	15	79
26/03/2024	19	3	2	16	20	76
26/03/2024	20	3	2	18	21	70
26/03/2024	21	4	2	17	20	66
26/03/2024	22	4	2	12	14	69
26/03/2024	23	5	2	6	9	77
27/03/2024	00	5	2	5	8	79
27/03/2024	01	4	2	4	7	76
27/03/2024	02	6	2	4	7	76
27/03/2024	03	6	2	5	8	68
27/03/2024	04	6	2	5	8	67
27/03/2024	05	6	2	8	10	62
27/03/2024	06	6	2	20	23	47
27/03/2024	07	6	4	26	32	56
27/03/2024	08	3	5	31	38	43
27/03/2024	09	3	3	11	16	65
27/03/2024	10	3	3	8	12	73
27/03/2024	11	3	3	9	13	74
27/03/2024	12	3	3	8	13	76
27/03/2024	13	3	3	9	13	77
27/03/2024	14	3	3	7	11	78
27/03/2024	15	3	3	7	11	78
27/03/2024	16	3	2	8	12	78
27/03/2024	17	3	2	10	14	77
27/03/2024	18	3	2	10	13	78
27/03/2024	19	3	2	9	12	77
27/03/2024	20	3	2	8	11	78
27/03/2024	21	3	2	6	9	79
27/03/2024	22	3	2	5	8	77
27/03/2024	23	3	2	4	7	77
28/03/2024	00	3	2	3	6	77
28/03/2024	01	3	2	3	6	81
28/03/2024	02	3	2	3	5	84
28/03/2024	03	3	2	2	5	86
28/03/2024	04	3	2	2	5	86
28/03/2024	05	3	2	2	5	85
28/03/2024	06	3	2	5	8	84
28/03/2024	07	3	3	11	15	78
28/03/2024	08	3	3	11	15	74
28/03/2024	09	3	3	12	17	74
28/03/2024	10	3	3	11	16	77
28/03/2024	11	3	3	12	17	77
28/03/2024	12	3	5	13	20	78
28/03/2024	13	3	3	7	11	82
28/03/2024	14	3	2	7	11	80
28/03/2024	15	3	3	7	11	74
28/03/2024	16	3	3	12	16	72
28/03/2024	17	4	5	42	49	46
28/03/2024	18	3	4	44	50	54
28/03/2024	19	4	6	69	79	22
28/03/2024	20	4	25	92	130	2
28/03/2024	21	3	3	59	64	14
28/03/2024	22	3	5	60	67	7
28/03/2024	23	3	3	43	48	15
29/03/2024	00	3	2	35	38	16
29/03/2024	01	3	2	25	28	25
29/03/2024	02	3	2	19	22	31
29/03/2024	03	3	2	16	19	33
29/03/2024	04	3	2	10	13	40
29/03/2024	05	3	2	15	18	27
29/03/2024	06	3	2	16	19	32
29/03/2024	07	3	3	17	21	31
29/03/2024	08	3	4	18	23	35
29/03/2024	09	3	4	16	22	44
29/03/2024	10	3	3	13	18	61
29/03/2024	11	3	3	11	15	70
29/03/2024	12	3	3	13	18	74
29/03/2024	13	3	3	12	16	82
29/03/2024	14	3	3	12	16	82
29/03/2024	15	3	2	7	10	90
29/03/2024	16	3	2	7	11	84
29/03/2024	17	3	2	6	10	87
29/03/2024	18	3	2	13	16	67
29/03/2024	19	3	2	12	15	67
29/03/2024	20	3	2	14	17	69
29/03/2024	21	3	2	8	11	80
29/03/2024	22	3	2	10	13	74
29/03/2024	23	3	2	8	11	76
30/03/2024	00	3	2	12	15	67
30/03/2024	01	4	2	6	9	72
30/03/2024	02	5	2	10	13	63
30/03/2024	03	5	2	14	17	55
30/03/2024	04	5	2	9	11	60
30/03/2024	05	6	2	14	17	54
30/03/2024	06	5	2	21	24	44
30/03/2024	07	6	2	17	21	49
30/03/2024	08	3	3	13	17	54
30/03/2024	09	3	3	11	16	59
30/03/2024	10	3	3	9	14	71
30/03/2024	11	3	5	17	25	65
30/03/2024	12	3	4	16	22	72
30/03/2024	13	3	2	7	10	90
30/03/2024	14	3	3	14	19	85
30/03/2024	15	3	3	12	16	92
30/03/2024	16	3	2	7	9	100
30/03/2024	17	3	2	9	12	96
30/03/2024	18	3	2	13	16	84
30/03/2024	19	3	2	15	18	77
30/03/2024	20	3	2	19	22	69
30/03/2024	21	3	2	28	31	49
30/03/2024	22	3	2	25	28	40
30/03/2024	23	3	2	27	30	35
31/03/2024	00	3	2	21	24	40
31/03/2024	01	3	2	13	16	54
31/03/2024	02	3	2	6	8	73
31/03/2024	03	3	2	5	8	76
31/03/2024	04	3	2	5	8	75
31/03/2024	05	3	2	6	9	75
31/03/2024	06	3	2	9	12	69
31/03/2024	07	3	2	17	21	53
31/03/2024	08	3	3	17	22	52
31/03/2024	09	3	2	14	18	57
31/03/2024	10	3	2	7	11	67
31/03/2024	11	3	3	12	16	65
31/03/2024	12	3	3	9	13	70
31/03/2024	13	3	2	7	11	71
31/03/2024	14	3	2	6	9	77
31/03/2024	15	3	2	9	12	80
31/03/2024	16	3	2	9	12	79
31/03/2024	17	3	2	6	10	88
31/03/2024	18	3	2	8	11	93
31/03/2024	19	3	2	7	10	99
31/03/2024	20	3	2	7	9	98
31/03/2024	21	3	2	5	8	94
31/03/2024	22	3	2	4	7	90
31/03/2024	23	3	2	4	7	88
01/04/2024	00	3	2	6	9	80
01/04/2024	01	4	2	4	6	84
01/04/2024	02	4	2	3	6	82
01/04/2024	03	5	2	2	5	86
01/04/2024	04	5	2	4	7	82
01/04/2024	05	5	2	6	9	79
01/04/2024	06	5	2	9	12	73
01/04/2024	07	5	2	12	15	67
01/04/2024	08	3	2	9	12	74
01/04/2024	09	3	2	6	9	81
01/04/2024	10	3	2	5	8	85
01/04/2024	11	3	2	5	8	86
01/04/2024	12	3	2	5	8	88
01/04/2024	13	3	2	5	8	90
01/04/2024	14	3	2	4	7	94
01/04/2024	15	3	2	4	8	95
01/04/2024	16	3	2	4	7	94
01/04/2024	17	3	2	5	8	91
01/04/2024	18	3	2	6	9	88
01/04/2024	19	3	2	8	11	85
01/04/2024	20	3	2	11	14	79
01/04/2024	21	3	2	8	11	79
01/04/2024	22	3	2	9	12	76
01/04/2024	23	3	2	15	18	67
02/04/2024	00	3	2	9	12	68
02/04/2024	01	3	2	7	10	67
02/04/2024	02	3	2	8	11	63
02/04/2024	03	3	2	6	9	63
02/04/2024	04	3	2	7	10	64
02/04/2024	05	3	2	19	22	52
02/04/2024	06	3	3	39	44	27
02/04/2024	07	3	7	44	54	23
02/04/2024	08	3	7	32	42	38
02/04/2024	09	3	5	20	27	56
02/04/2024	10	3	3	11	15	74
02/04/2024	11	3	3	12	17	80
02/04/2024	12	3	4	16	22	76
02/04/2024	13	3	4	19	25	81
02/04/2024	14	3	6	29	37	79
02/04/2024	15	3	3	17	22	86
02/04/2024	16	3	3	22	26	85
02/04/2024	17	3	3	31	35	72
02/04/2024	18	3	2	25	29	71
02/04/2024	19	3	2	12	14	84
02/04/2024	20	3	2	13	15	79
02/04/2024	21	3	2	16	19	70
02/04/2024	22	3	2	15	18	61
02/04/2024	23	3	2	20	23	44
03/04/2024	00	3	3	36	41	23
03/04/2024	01	3	2	32	35	23
03/04/2024	02	3	2	36	39	12
03/04/2024	03	3	2	31	35	20
03/04/2024	04	3	2	21	24	27
03/04/2024	05	3	6	29	38	17
03/04/2024	06	3	27	59	101	1
03/04/2024	07	3	21	67	99	9
03/04/2024	08	3	6	33	42	46
03/04/2024	10	3	4	12	17	76
03/04/2024	11	3	3	7	11	80
03/04/2024	12	3	2	6	10	82
